designerCode,beforeWord,suggestedAfterWord,customId,confidence
"54276491","ELOU","","bcm499","needs_manual_review"
"129738496","ELY ELY","","bcm499","needs_manual_review"
"70074","Emanuel Ungaro Pre-Owned","","bcm499","needs_manual_review"
"25812","Emanuele Bicocchi","","bcm499","needs_manual_review"
"127227776","EMANUELLE VEE","","bcm499","needs_manual_review"
"102562292","EMILI","","bcm499","needs_manual_review"
"2044711","Emilia Wickstead","","bcm499","needs_manual_review"
"1132304","Emilio Schubert Vintage","","bcm499","needs_manual_review"
"17130","Emmanuelle Khanh","","bcm499","needs_manual_review"
"13219166","Emme Parsons","","bcm499","needs_manual_review"
"4165","Emporio Armani","","bcm499","needs_manual_review"
"240415","Emporio Armani Pre-Owned","","bcm499","needs_manual_review"
"18337982","Emporio Sirenuse","","bcm499","needs_manual_review"
"890719","Enfants Riches Déprimés","","bcm499","needs_manual_review"
"129197","Enrico Coveri Vintage","","bcm499","needs_manual_review"
"24303086","Enterprise Japan","","bcm499","needs_manual_review"
"66469452","ENTIRE STUDIOS","","bcm499","needs_manual_review"
"52650","Enza Costa","","bcm499","needs_manual_review"
"15035227","EO","","bcm499","needs_manual_review"
"112172","Épice","","bcm499","needs_manual_review"
"1659084","Epos","","bcm499","needs_manual_review"
"13434702","EQUE.M","","bcm499","needs_manual_review"
"80408","Equipment","","bcm499","needs_manual_review"
"32398","ERDEM","","bcm499","needs_manual_review"
"4167617","ERES","","bcm499","needs_manual_review"
"32923","Erika Cavallini","","bcm499","needs_manual_review"
"15079582","ERL","","bcm499","needs_manual_review"
"22286295","ERMANNO FIRENZE","","bcm499","needs_manual_review"
"65063","Ermanno Scervino","","bcm499","needs_manual_review"
"240297","Ermanno Scervino Vintage","","bcm499","needs_manual_review"
"145575","Escada Pre-Owned","","bcm499","needs_manual_review"
"9758366","Escada Sport","","bcm499","needs_manual_review"
"145377793","Esin Akan","","bcm499","needs_manual_review"
"124615406","Espadrilles","","bcm499","needs_manual_review"
"4038025","Essentiel Antwerp","","bcm499","needs_manual_review"
"156270216","ESTRAFALARIO","","bcm499","needs_manual_review"
"143786938","ETAM PARIS","","bcm499","needs_manual_review"
"106900091","ETERNE","","bcm499","needs_manual_review"
"89286040","ÉTERNE","","bcm499","needs_manual_review"
"125462508","ETHER","","bcm499","needs_manual_review"
"760746","Etnia Barcelona","","bcm499","needs_manual_review"
"10767858","Etoile","","bcm499","needs_manual_review"
"3877","ETRO","","bcm499","needs_manual_review"
"16979419","ETRO HOME","","bcm499","needs_manual_review"
"29460415","Etro Pre-Owned","","bcm499","needs_manual_review"
"217083","Etro Vintage","","bcm499","needs_manual_review"
"807277","Études Studio","","bcm499","needs_manual_review"
"129041","Eudon Choi","","bcm499","needs_manual_review"
"29711","Eugenia Kim","","bcm499","needs_manual_review"
"134437013","european culture","","bcm499","needs_manual_review"
"150908072","EVENU","","bcm499","needs_manual_review"
"2931244","extreme cashmere","","bcm499","needs_manual_review"
"1702246","Eyepetizer","","bcm499","needs_manual_review"
"85710013","Eyevan Inc.","","bcm499","needs_manual_review"
"1735371","Eyevan7285","","bcm499","needs_manual_review"
"13536566","Eyewear by David Beckham","","bcm499","needs_manual_review"
"125191664","F.It","","bcm499","needs_manual_review"
"2429813","F.R.S For Restless Sleepers","","bcm499","needs_manual_review"
"13105952","Faber-Castell","","bcm499","needs_manual_review"
"3846290","Fabergé","","bcm499","needs_manual_review"
"330188","Fabiana Filippi","","bcm499","needs_manual_review"
"121343032","Fabienne Chapot","","bcm499","needs_manual_review"
"76667","Fabrizio Mancini","","bcm499","needs_manual_review"
"4271109","Fabrizio Viti","","bcm499","needs_manual_review"
"6487703","Face À Face","","bcm499","needs_manual_review"
"113495997","FACE HIDE","","bcm499","needs_manual_review"
"109474324","FAÇON JACMIN","","bcm499","needs_manual_review"
"107638346","Factory900","","bcm499","needs_manual_review"
"136948183","FAE SWIM","","bcm499","needs_manual_review"
"13081578","Faithfull the Brand","","bcm499","needs_manual_review"
"20177","Faliero Sarti","","bcm499","needs_manual_review"
"192385","Falke","","bcm499","needs_manual_review"
"2725719","Family Affair","","bcm499","needs_manual_review"
"12219767","Family First","","bcm499","needs_manual_review"
"145974452","FANE","","bcm499","needs_manual_review"
"1989064","Farfetch Curates","","bcm499","needs_manual_review"
"935349","FARM Rio","","bcm499","needs_manual_review"
"83187640","FATBOY","","bcm499","needs_manual_review"
"111281450","Favorite Daughter","","bcm499","needs_manual_review"
"145915441","Favorite People","","bcm499","needs_manual_review"
"15146","Fay","","bcm499","needs_manual_review"
"1396825","Fear Of God","","bcm499","needs_manual_review"
"394507","FEAR OF GOD ESSENTIALS","","bcm499","needs_manual_review"
"187035","Fedeli","","bcm499","needs_manual_review"
"3574210","Federica Tosi","","bcm499","needs_manual_review"
"97498882","Femme La","","bcm499","needs_manual_review"
"84259709","FENDI","펜디","bcm499","reviewed_or_rule_based"
"70061","Fendi Pre-Owned","펜디 프리오운드","bcm499","reviewed_or_rule_based"
"14272526","Feng Chen Wang","","bcm499","needs_manual_review"
"14941539","FENTY","","bcm499","needs_manual_review"
"4890263","Fenty X Puma","","bcm499","needs_manual_review"
"192887","Fernando Jorge","","bcm499","needs_manual_review"
"120161","Ferragamo","페라가모","bcm499","reviewed_or_rule_based"
"5757850","Ferragamo Eyewear","페라가모 아이웨어","bcm499","reviewed_or_rule_based"
"120236","Ferragamo Pre-Owned","페라가모 프리오운드","bcm499","reviewed_or_rule_based"
"12075813","Ferrari","","bcm499","needs_manual_review"
"148811744","FERRE Milano","","bcm499","needs_manual_review"
"23669","Ferrino","","bcm499","needs_manual_review"
"152674535","FERSERA","","bcm499","needs_manual_review"
"13504210","Fferrone Design","","bcm499","needs_manual_review"
"112500303","Fie Isolde","","bcm499","needs_manual_review"
"4249434","Fila","","bcm499","needs_manual_review"
"6486612","Filippa K","","bcm499","needs_manual_review"
"794121","Filling Pieces","","bcm499","needs_manual_review"
"127954351","Filotto","","bcm499","needs_manual_review"
"8526","Filson","","bcm499","needs_manual_review"
"718315","Finamore 1925 Napoli","","bcm499","needs_manual_review"
"36156","Fiorentini +  Baker","","bcm499","needs_manual_review"
"130549456","FIORENTINI + BAKER","","bcm499","needs_manual_review"
"7834","Fiorucci","","bcm499","needs_manual_review"
"14856","Fisico","","bcm499","needs_manual_review"
"82112","Fjällräven","","bcm499","needs_manual_review"
"114449701","FLABELUS","","bcm499","needs_manual_review"
"752916","Flamingos","","bcm499","needs_manual_review"
"139357422","Flammarion","","bcm499","needs_manual_review"
"5866472","Flapper","","bcm499","needs_manual_review"
"12951072","FLATLIST","","bcm499","needs_manual_review"
"355990","Flavio Castellani","","bcm499","needs_manual_review"
"967568","Fleur Of England","","bcm499","needs_manual_review"
"18288230","FLORA BHATTACHARY","","bcm499","needs_manual_review"
"12075793","Flos","","bcm499","needs_manual_review"
"113381420","FLOWER MOUNTAIN","","bcm499","needs_manual_review"
"119184925","Flòwze","","bcm499","needs_manual_review"
"15035248","Floyd","","bcm499","needs_manual_review"
"27821","Fly London","","bcm499","needs_manual_review"
"1102838","Fob Paris","","bcm499","needs_manual_review"
"1034490","Folies By Renaud","","bcm499","needs_manual_review"
"310984","Fontana Vintage","","bcm499","needs_manual_review"
"2654971","For Love And Lemons","","bcm499","needs_manual_review"
"16742307","forBitches","","bcm499","needs_manual_review"
"173219","Forme D'expression","","bcm499","needs_manual_review"
"59394","Fornasetti","","bcm499","needs_manual_review"
"2312219","Forte Dei Marmi Couture","","bcm499","needs_manual_review"
"6815","Forte Forte","","bcm499","needs_manual_review"
"5516150","Fortela","","bcm499","needs_manual_review"
"118815136","FOSSIL","","bcm499","needs_manual_review"
"140046669","FOUND","","bcm499","needs_manual_review"
"136963903","Fourth Street","","bcm499","needs_manual_review"
"6928347","FPM Milano","","bcm499","needs_manual_review"
"462332","Fracap","","bcm499","needs_manual_review"
"486351","FRACOMINA","","bcm499","needs_manual_review"
"858952","FRAME","","bcm499","needs_manual_review"
"4170073","Frame Chain","","bcm499","needs_manual_review"
"6114000","Francesca Villa","","bcm499","needs_manual_review"
"1684263","Francesco Russo","","bcm499","needs_manual_review"
"3539531","Franck Muller","","bcm499","needs_manual_review"
"10413682","Françoise","","bcm499","needs_manual_review"
"12052770","Frankies Bikinis","","bcm499","needs_manual_review"
"353380","Franz Marfurt Lucerne","","bcm499","needs_manual_review"
"82214","Franzi","","bcm499","needs_manual_review"
"151080227","FRAU","","bcm499","needs_manual_review"
"11563645","Fred","","bcm499","needs_manual_review"
"8479","Fred Perry","","bcm499","needs_manual_review"
"151581364","FREDDY","","bcm499","needs_manual_review"
"82111954","Fredericia Furniture","","bcm499","needs_manual_review"
"3846174","Frederique Constant","","bcm499","needs_manual_review"
"240692","Free People","","bcm499","needs_manual_review"
"7251970","Frenckenberger","","bcm499","needs_manual_review"
"1187756","Frency & Mercury","","bcm499","needs_manual_review"
"6393986","Frenken","","bcm499","needs_manual_review"
"132990695","FROM FUTURE","","bcm499","needs_manual_review"
"123616135","Fry Powers","","bcm499","needs_manual_review"
"725381","Furla","","bcm499","needs_manual_review"
"12269675","FURLING BY GIANI","","bcm499","needs_manual_review"
"4052584","Fusalp","","bcm499","needs_manual_review"
"3420689","FUSION","","bcm499","needs_manual_review"
"477831","G Lab","","bcm499","needs_manual_review"
"2113","G-Star RAW","","bcm499","needs_manual_review"
"12270680","G.H.Bass","","bcm499","needs_manual_review"
"39541892","G.O.D Eyewear","","bcm499","needs_manual_review"
"3272191","Gabriela Hearst","","bcm499","needs_manual_review"
"1264072","Gabriele Frantzen","","bcm499","needs_manual_review"
"41711485","Gaby Charbachy","","bcm499","needs_manual_review"
"124615200","Gaelle","","bcm499","needs_manual_review"
"5048084","Gaelle Khouri","","bcm499","needs_manual_review"
"148589123","GALIA LAHAV","","bcm499","needs_manual_review"
"12582569","GALLERY DEPT.","","bcm499","needs_manual_review"
"673","Gallo","","bcm499","needs_manual_review"
"1449159","Galvan London","","bcm499","needs_manual_review"
"1511102","GANNI","가니","bcm499","reviewed_or_rule_based"
"111633","Gant","","bcm499","needs_manual_review"
"149012107","GAP","","bcm499","needs_manual_review"
"100596072","Gardeco","","bcm499","needs_manual_review"
"126277203","Garlando","","bcm499","needs_manual_review"
"10127343","Garmin","","bcm499","needs_manual_review"
"303346","Garrett Leight","","bcm499","needs_manual_review"
"518671","Gas Bijoux","","bcm499","needs_manual_review"
"50449784","Gast","","bcm499","needs_manual_review"
"140103116","Gattinolli by Marwan","","bcm499","needs_manual_review"
"1684255","Gauchère","","bcm499","needs_manual_review"
"141801698","Gaudi","","bcm499","needs_manual_review"
"11875906","GAUGE81","","bcm499","needs_manual_review"
"2934096","GCDS","","bcm499","needs_manual_review"
"1322149","Gedebe","","bcm499","needs_manual_review"
"103727402","Gejst","","bcm499","needs_manual_review"
"314074","Genny","","bcm499","needs_manual_review"
"1754583","Genny Vintage","","bcm499","needs_manual_review"
"1612751","Gentle Monster","","bcm499","needs_manual_review"
"1229820","Gentry Portofino","","bcm499","needs_manual_review"
"81243","Georg Jensen","","bcm499","needs_manual_review"
"148350025","GEORGE.","","bcm499","needs_manual_review"
"51206574","GEORGES HOBEIKA","","bcm499","needs_manual_review"
"6117139","Geox","","bcm499","needs_manual_review"
"136083345","Gervasoni 1882","","bcm499","needs_manual_review"
"82083","Gestalten","","bcm499","needs_manual_review"
"183331","Gestuz","","bcm499","needs_manual_review"
"115886472","Ghayme","","bcm499","needs_manual_review"
"350874","Gherardini","","bcm499","needs_manual_review"
"10741109","Ghidini 1961","","bcm499","needs_manual_review"
"5445699","GHŌUD","","bcm499","needs_manual_review"
"4576739","GIABORGHINI","","bcm499","needs_manual_review"
"2942912","Giada Benincasa","","bcm499","needs_manual_review"
"15203","Giambattista Valli","","bcm499","needs_manual_review"
"120220","Gianfranco Ferré Pre-Owned","","bcm499","needs_manual_review"
"148371","Gianfranco Ferre Studio Vintage","","bcm499","needs_manual_review"
"48435","Gianluca Capannolo","","bcm499","needs_manual_review"
"11915415","GIANNI CHIARINI","","bcm499","needs_manual_review"
"21103","Gianvito Rossi","지안비토 로시","bcm499","reviewed_or_rule_based"
"791539","Gigi Burris Millinery","","bcm499","needs_manual_review"
"18083098","GIGI STUDIOS","","bcm499","needs_manual_review"
"967582","Gilda & Pearl","","bcm499","needs_manual_review"
"140083128","Gilles Dufour","","bcm499","needs_manual_review"
"15613935","Gimaguas","","bcm499","needs_manual_review"
"139324008","Gina Corrieri","","bcm499","needs_manual_review"
"4828903","GINETTE NY","","bcm499","needs_manual_review"
"15415110","GINISSIMA","","bcm499","needs_manual_review"
"13246745","GINORI 1735","","bcm499","needs_manual_review"
"94517","Gio' Guerreri","","bcm499","needs_manual_review"
"106911","Giorgio Armani","","bcm499","needs_manual_review"
"85148","Giorgio Armani Pre-Owned","","bcm499","needs_manual_review"
"149135325","gioseppo","","bcm499","needs_manual_review"
"16259213","Giovanni Bedin","","bcm499","needs_manual_review"
"16273929","Girard-Perregaux Pre-Owned","","bcm499","needs_manual_review"
"10678658","Girlfriend Collective","","bcm499","needs_manual_review"
"4512438","Giuliano Galiano","","bcm499","needs_manual_review"
"5869189","Giuseppe Di Morabito","","bcm499","needs_manual_review"
"4347","Giuseppe Zanotti","","bcm499","needs_manual_review"
"944732","Giuseppe Zanotti Vintage","","bcm499","needs_manual_review"
"3064","Givenchy","지방시","bcm499","reviewed_or_rule_based"
"5321180","Givenchy Eyewear","지방시 아이웨어","bcm499","reviewed_or_rule_based"
"120195","Givenchy Pre-Owned","지방시 프리오운드","bcm499","reviewed_or_rule_based"
"501762","Glorinha Paranaguá","","bcm499","needs_manual_review"
"4660753","GmbH","","bcm499","needs_manual_review"
"84248842","GOD'S TRUE CASHMERE","","bcm499","needs_manual_review"
"4212921","Goen.J","","bcm499","needs_manual_review"
"111488586","Gohar World","","bcm499","needs_manual_review"
"115889232","Gold & Rouge","","bcm499","needs_manual_review"
"2682707","Gold And Wood","","bcm499","needs_manual_review"
"51359","Gold Hawk","","bcm499","needs_manual_review"
"14269552","Goldbergh","","bcm499","needs_manual_review"
"353940","Golden Goose","골든구스","bcm499","reviewed_or_rule_based"
"33021","GOLDSIGN","","bcm499","needs_manual_review"
"17991730","Goldwin","","bcm499","needs_manual_review"
"125060044","Golftini","","bcm499","needs_manual_review"
"136283936","Gondolina","","bcm499","needs_manual_review"
"141947407","Gongdid Design","","bcm499","needs_manual_review"
"12065222","Good American","","bcm499","needs_manual_review"
"5040011","Goossens","","bcm499","needs_manual_review"
"751087","GOSHA RUBCHINSKIY","","bcm499","needs_manual_review"
"32037715","Goshwara","","bcm499","needs_manual_review"
"4814725","Gouverneur Audigier","","bcm499","needs_manual_review"
"2724734","Goyard Pre-Owned","","bcm499","needs_manual_review"
"147272669","Grace Ling","","bcm499","needs_manual_review"
"12075704","Graf von Faber-Castell","","bcm499","needs_manual_review"
"10343095","Gramicci","","bcm499","needs_manual_review"
"915037","Gran Sasso","","bcm499","needs_manual_review"
"16027272","graziela","","bcm499","needs_manual_review"
"141787933","GREGORY","","bcm499","needs_manual_review"
"29180","Grey Ant","","bcm499","needs_manual_review"
"756091","Gripoix","","bcm499","needs_manual_review"
"155237809","Gritti Venetia","","bcm499","needs_manual_review"
"155816244","Grossé","","bcm499","needs_manual_review"
"525856","Grosse Vintage","","bcm499","needs_manual_review"
"149012361","GROUNDIES","","bcm499","needs_manual_review"
"116745603","GROUNDS","","bcm499","needs_manual_review"
"25354","Gucci","구찌","bcm499","reviewed_or_rule_based"
"3494667","Gucci Eyewear","구찌 아이웨어","bcm499","reviewed_or_rule_based"
"120257","Gucci Pre-Owned","구찌 프리오운드","bcm499","reviewed_or_rule_based"
"79566","Gudrun & Gudrun","","bcm499","needs_manual_review"
"27561070","GUESS EYEWEAR","","bcm499","needs_manual_review"
"82306358","GUESS USA","","bcm499","needs_manual_review"
"68859206","Guest In Residence","","bcm499","needs_manual_review"
"15672057","GUFRAM","","bcm499","needs_manual_review"
"85606","Guidi","","bcm499","needs_manual_review"
"120177","Guy Laroche Pre-Owned","","bcm499","needs_manual_review"
"136271099","Haglöfs","","bcm499","needs_manual_review"
"115662120","Hai","","bcm499","needs_manual_review"
"4300122","Haight","","bcm499","needs_manual_review"
"6840748","Haikure","","bcm499","needs_manual_review"
"48822","Hale Bob","","bcm499","needs_manual_review"
"50952689","Halfboy","","bcm499","needs_manual_review"
"11507335","Halmanera","","bcm499","needs_manual_review"
"123352325","HALOS","","bcm499","needs_manual_review"
"24299727","HAMZA","","bcm499","needs_manual_review"
"819560","Han Kjøbenhavn","","bcm499","needs_manual_review"
"78755870","HANDSOME STOCKHOLM","","bcm499","needs_manual_review"
"12075487","Hanro","","bcm499","needs_manual_review"
"143803076","HAOMY","","bcm499","needs_manual_review"
"24301665","HARDOT","","bcm499","needs_manual_review"
"142856","Harris Wharf London","","bcm499","needs_manual_review"
"124444175","Harry Halgo","","bcm499","needs_manual_review"
"14961795","Harwell Godfrey","","bcm499","needs_manual_review"
"125126139","Hasami Porcelain","","bcm499","needs_manual_review"
"127339","Havaianas","","bcm499","needs_manual_review"
"114464","HAY","","bcm499","needs_manual_review"
"118532073","Heaven Mayhem","","bcm499","needs_manual_review"
"139866107","HEAVENLY JELLY","","bcm499","needs_manual_review"
"6311367","Hebe Studio","","bcm499","needs_manual_review"
"12264892","Hector Saxe","","bcm499","needs_manual_review"
"4409381","Hed Mayner","","bcm499","needs_manual_review"
"1379916","Heidi Klein","","bcm499","needs_manual_review"
"154552694","Heimstone vintage","","bcm499","needs_manual_review"
"99039408","Heirlome","","bcm499","needs_manual_review"
"12075446","Helen Kaminski","","bcm499","needs_manual_review"
"17614","Helene Zubeldia","","bcm499","needs_manual_review"
"8551085","HELIOT EMIL","","bcm499","needs_manual_review"
"104174168","HELLSTAR","","bcm499","needs_manual_review"
"16260890","Helly Hansen","","bcm499","needs_manual_review"
"3414","Helmut Lang","","bcm499","needs_manual_review"
"212867","Helmut Lang Pre-Owned","","bcm499","needs_manual_review"
"6112167","Hemant And Nandita","","bcm499","needs_manual_review"
"1464721","Hender Scheme","","bcm499","needs_manual_review"
"236096","Henderson Baracco","","bcm499","needs_manual_review"
"2207","Henrik Vibskov","","bcm499","needs_manual_review"
"124444258","Henry Bendel","","bcm499","needs_manual_review"
"6499177","Hereu","","bcm499","needs_manual_review"
"70015","Hermès Pre-Owned","에르메스 프리오운드","bcm499","reviewed_or_rule_based"
"67136","Herno","에르노","bcm499","reviewed_or_rule_based"
"5010293","Heron Preston","","bcm499","needs_manual_review"
"2682722","Herrlicht","","bcm499","needs_manual_review"
"89623","Herschel Supply Co.","","bcm499","needs_manual_review"
"99927334","HERSKIND","","bcm499","needs_manual_review"
"5961263","Hervé Chapelier","","bcm499","needs_manual_review"
"107817551","Herve Leger","","bcm499","needs_manual_review"
"16544","Hervé Léger","","bcm499","needs_manual_review"
"70022","Hervé Léger Pre-Owned","","bcm499","needs_manual_review"
"128086761","Herzen's Angelegenheit","","bcm499","needs_manual_review"
"126388569","HestiaLiving","","bcm499","needs_manual_review"
"816414","Hettabretz","","bcm499","needs_manual_review"
"7270307","Hibourama","","bcm499","needs_manual_review"
"5227889","Hide&Jack","","bcm499","needs_manual_review"
"121347309","HIDESINS","","bcm499","needs_manual_review"
"13932380","hidnander","","bcm499","needs_manual_review"
"4595","High","","bcm499","needs_manual_review"
"101033807","High Sport","","bcm499","needs_manual_review"
"108039291","Hiking Patrol","","bcm499","needs_manual_review"
"128088932","Himalaya Clothing","","bcm499","needs_manual_review"
"99268939","HODAKOVA","","bcm499","needs_manual_review"
"22055797","Hoff","","bcm499","needs_manual_review"
"55242","Hogan","","bcm499","needs_manual_review"
"5048225","HOKA","","bcm499","needs_manual_review"
"38992914","Hollister","","bcm499","needs_manual_review"
"132061093","HOMIES","","bcm499","needs_manual_review"
"2318729","Homme Plissé Issey Miyake","","bcm499","needs_manual_review"
"143818213","Honoré","","bcm499","needs_manual_review"
"39961456","HOORSENBUHS","","bcm499","needs_manual_review"
"149011475","Horsefeathers","","bcm499","needs_manual_review"
"15418897","Horus Watch Straps","","bcm499","needs_manual_review"
"225005","Hoss Intropia","","bcm499","needs_manual_review"
"143806594","HOUSE OF CAPRICORN","","bcm499","needs_manual_review"
"11098394","House of Sunny","","bcm499","needs_manual_review"
"712485","Htc Los Angeles","","bcm499","needs_manual_review"
"3543101","Hublot","","bcm499","needs_manual_review"
"12443344","HUGO","","bcm499","needs_manual_review"
"8790138","Hugo Boss Br","","bcm499","needs_manual_review"
"28785170","Hugo Kreit","","bcm499","needs_manual_review"
"475035","Hui Hui","","bcm499","needs_manual_review"
"118725462","HUI MILANO","","bcm499","needs_manual_review"
"308350","Huishan Zhang","","bcm499","needs_manual_review"
"5227897","hum","","bcm499","needs_manual_review"
"522575","Human Made","","bcm499","needs_manual_review"
"26783","Humanoid","","bcm499","needs_manual_review"
"42570","Hummel","","bcm499","needs_manual_review"
"25389","Hunter","","bcm499","needs_manual_review"
"6893042","Hunza G","","bcm499","needs_manual_review"
"127738751","HUTSCHENREUTHER","","bcm499","needs_manual_review"
"121692465","I BLUES","","bcm499","needs_manual_review"
"967576","I.D. Sarrieri","","bcm499","needs_manual_review"
"14041","I'M Isola Marras","","bcm499","needs_manual_review"
"130273073","IACOPA","","bcm499","needs_manual_review"
"14130010","IBELIV","","bcm499","needs_manual_review"
"12274355","IBRIGU","","bcm499","needs_manual_review"
"7313412","Ic! Berlin","","bcm499","needs_manual_review"
"97193","Iceberg","","bcm499","needs_manual_review"
"51369325","icebreaker","","bcm499","needs_manual_review"
"38643677","ICECREAM","","bcm499","needs_manual_review"
"21871444","Ichendorf Milano","","bcm499","needs_manual_review"
"149053204","ICHI","","bcm499","needs_manual_review"
"21870917","ICON DENIM","","bcm499","needs_manual_review"
"132509414","ID.EIGHT","","bcm499","needs_manual_review"
"5048192","Ienki Ienki","","bcm499","needs_manual_review"
"145371537","iGreen","","bcm499","needs_manual_review"
"31201379","IHUOMA","","bcm499","needs_manual_review"
"6717077","Il Bisonte","","bcm499","needs_manual_review"
"127744371","IL VOLO","","bcm499","needs_manual_review"
"84275246","Ilaria Icardi","","bcm499","needs_manual_review"
"156388","Imogen Belfield","","bcm499","needs_manual_review"
"540174","Imogene + Willie","","bcm499","needs_manual_review"
"12270270","IN BED WITH YOU","","bcm499","needs_manual_review"
"113380774","INBETWEENERS","","bcm499","needs_manual_review"
"122594692","Incausa","","bcm499","needs_manual_review"
"3762671","Incentive! Cashmere","","bcm499","needs_manual_review"
"73456","Incotex","","bcm499","needs_manual_review"
"481517","Indress","","bcm499","needs_manual_review"
"73192","Inès & Maréchal","","bcm499","needs_manual_review"
"3747777","Ines De La Fressange","","bcm499","needs_manual_review"
"130555201","INK SHOES","","bcm499","needs_manual_review"
"8663370","Innerraum","","bcm499","needs_manual_review"
"123263937","INOOK","","bcm499","needs_manual_review"
"120790352","INTO THE EAST","","bcm499","needs_manual_review"
"197882","Intrecci","","bcm499","needs_manual_review"
"5683886","Inuikii","","bcm499","needs_manual_review"
"134103284","INUOVO","","bcm499","needs_manual_review"
"4966051","Ioana Ciolacu","","bcm499","needs_manual_review"
"123611645","Iois","","bcm499","needs_manual_review"
"31427","Iosselliani","","bcm499","needs_manual_review"
"128544512","IRINA VOINEA","","bcm499","needs_manual_review"
"13815570","Iris Serban","","bcm499","needs_manual_review"
"1739798","Iris Von Arnim","","bcm499","needs_manual_review"
"4510463","Irresistor","","bcm499","needs_manual_review"
"17177001","Isa Boulder","","bcm499","needs_manual_review"
"90028","Isaac Sellam Experience","","bcm499","needs_manual_review"
"155832","Isabel Benenato","","bcm499","needs_manual_review"
"13943","ISABEL MARANT","이자벨 마랑","bcm499","reviewed_or_rule_based"
"21816207","Isabel Marant Eyewear","이자벨 마랑 아이웨어","bcm499","reviewed_or_rule_based"
"4399750","Isabelle Blanche","","bcm499","needs_manual_review"
"1047332","Issey Miyake","","bcm499","needs_manual_review"
"85089","Issey Miyake Pre-Owned","","bcm499","needs_manual_review"
"4599031","IVI","","bcm499","needs_manual_review"
"94441638","IVV","","bcm499","needs_manual_review"
"3539535","IWC Schaffhausen","","bcm499","needs_manual_review"
"80314415","IXIAH","","bcm499","needs_manual_review"
"125322401","Izabel Display","","bcm499","needs_manual_review"
"79318785","J.LAL","","bcm499","needs_manual_review"
"21646","J.Lindeberg","","bcm499","needs_manual_review"
"5282173","J&M Davidson","","bcm499","needs_manual_review"
"122904222","JACK WOLFSKIN","","bcm499","needs_manual_review"
"40538","Jacob Cohën","","bcm499","needs_manual_review"
"149020559","Jacqueline De Yong","","bcm499","needs_manual_review"
"889006","Jacquemus","자크뮈스","bcm499","reviewed_or_rule_based"
"115034233","Jacquemus Pre-Owned","자크뮈스 프리오운드","bcm499","reviewed_or_rule_based"
"2096313","Jacques Marie Mage","","bcm499","needs_manual_review"
"33511","Jacquie Aiche","","bcm499","needs_manual_review"
"347366","Jade Jagger","","bcm499","needs_manual_review"
"3539536","Jaeger-LeCoultre","","bcm499","needs_manual_review"
"26324","James Perse","","bcm499","needs_manual_review"
"15765","Jamin Puech","","bcm499","needs_manual_review"
"1347661","Janessa Leone","","bcm499","needs_manual_review"
"262253","Jason Wu","","bcm499","needs_manual_review"
"210145","JC de Castelbajac Pre-Owned","","bcm499","needs_manual_review"
"143925105","JcSophie","","bcm499","needs_manual_review"
"124619914","Je t'aime Milano|Woman","","bcm499","needs_manual_review"
"119426127","Jean Dubost Laguiole","","bcm499","needs_manual_review"
"48640","Jean Louis Scherrer Pre-Owned","","bcm499","needs_manual_review"
"6832","Jean Paul Gaultier","","bcm499","needs_manual_review"
"85073","Jean Paul Gaultier Pre-Owned","","bcm499","needs_manual_review"
"75722810","JEAN-LOUIS SABAJI","","bcm499","needs_manual_review"
"82355","Jean-Michel Cazabat","","bcm499","needs_manual_review"
"10359653","Jeanerica","","bcm499","needs_manual_review"
"101010","Jeffrey Campbell","","bcm499","needs_manual_review"
"61470","Jejia","","bcm499","needs_manual_review"
"126946","Jennifer Behr","","bcm499","needs_manual_review"
"4048004","Jennifer Chamandi","","bcm499","needs_manual_review"
"41710351","Jennifer Gibson Jewellery","","bcm499","needs_manual_review"
"94155","Jenny Bird","","bcm499","needs_manual_review"
"958337","Jenny Packham","","bcm499","needs_manual_review"
"84031","Jérôme Dreyfuss","","bcm499","needs_manual_review"
"18141359","JIA JIA","","bcm499","needs_manual_review"
"3066","Jil Sander","질샌더","bcm499","reviewed_or_rule_based"
"85087","Jil Sander Pre-Owned","질샌더 프리오운드","bcm499","reviewed_or_rule_based"
"118865022","JIL SANDER+","질샌더+","bcm499","reviewed_or_rule_based"
"120739","Jimmy Choo","","bcm499","needs_manual_review"
"5224130","Jimmy Choo Eyewear","","bcm499","needs_manual_review"
"104857680","Jimmy Choo Pre-Owned","","bcm499","needs_manual_review"
"3020906","Johanna Ortiz","","bcm499","needs_manual_review"
"5426152","John Dalia","","bcm499","needs_manual_review"
"212846","John Galliano Pre-Owned","","bcm499","needs_manual_review"
"15776","John Richmond","","bcm499","needs_manual_review"
"12064709","Johnstons of Elgin","","bcm499","needs_manual_review"
"1168391","Jonathan Adler","","bcm499","needs_manual_review"
"11507986","Joop!","","bcm499","needs_manual_review"
"6687111","Jordan","","bcm499","needs_manual_review"
"13623392","JORDANLUCA","","bcm499","needs_manual_review"
"3846407","Jorg Hysek","","bcm499","needs_manual_review"
"5235583","Josef Miller","","bcm499","needs_manual_review"
"20420","JOSEPH","","bcm499","needs_manual_review"
"12075311","Joseph Joseph","","bcm499","needs_manual_review"
"136270630","Joseph Ribkoff","","bcm499","needs_manual_review"
"3543915","Jovonna","","bcm499","needs_manual_review"
"442798","Jucca","","bcm499","needs_manual_review"
